design_id,label,source_id
train_neg_1845,0,train_neg_1845
train_neg_1847,0,train_neg_1847
train_neg_1854,0,train_neg_1854
train_neg_1857,0,train_neg_1857
train_neg_1858,0,train_neg_1858
train_neg_1863,0,train_neg_1863
train_neg_1870,0,train_neg_1870
train_neg_1874,0,train_neg_1874
train_neg_1882,0,train_neg_1882
train_neg_1883,0,train_neg_1883
train_neg_1906,0,train_neg_1906
train_neg_1910,0,train_neg_1910
train_neg_1914,0,train_neg_1914
train_neg_1915,0,train_neg_1915
train_neg_1920,0,train_neg_1920
train_neg_1928,0,train_neg_1928
train_neg_1935,0,train_neg_1935
train_neg_1942,0,train_neg_1942
train_neg_1952,0,train_neg_1952
train_neg_1969,0,train_neg_1969
train_neg_1975,0,train_neg_1975
train_neg_1980,0,train_neg_1980
train_neg_1984,0,train_neg_1984
train_neg_1990,0,train_neg_1990
train_neg_1994,0,train_neg_1994
train_neg_1996,0,train_neg_1996
train_neg_2032,0,train_neg_2032
train_neg_2036,0,train_neg_2036
train_neg_2039,0,train_neg_2039
train_neg_2040,0,train_neg_2040
train_neg_2042,0,train_neg_2042
train_neg_2052,0,train_neg_2052
train_neg_2053,0,train_neg_2053
train_neg_2071,0,train_neg_2071
train_neg_2075,0,train_neg_2075
train_neg_2080,0,train_neg_2080
train_neg_2096,0,train_neg_2096
train_neg_2101,0,train_neg_2101
train_neg_2106,0,train_neg_2106
train_neg_2113,0,train_neg_2113
train_neg_2116,0,train_neg_2116
train_neg_2117,0,train_neg_2117
train_neg_2127,0,train_neg_2127
train_neg_2145,0,train_neg_2145
train_neg_2149,0,train_neg_2149
train_neg_2162,0,train_neg_2162
train_neg_2164,0,train_neg_2164
train_neg_2165,0,train_neg_2165
train_neg_2173,0,train_neg_2173
train_neg_2174,0,train_neg_2174
train_neg_2176,0,train_neg_2176
train_neg_2185,0,train_neg_2185
train_neg_2200,0,train_neg_2200
train_neg_2202,0,train_neg_2202
train_neg_2205,0,train_neg_2205
train_neg_2206,0,train_neg_2206
train_neg_2209,0,train_neg_2209
train_neg_2228,0,train_neg_2228
train_neg_2229,0,train_neg_2229
train_neg_2236,0,train_neg_2236
train_neg_2248,0,train_neg_2248
train_neg_2249,0,train_neg_2249
train_neg_2254,0,train_neg_2254
train_neg_2256,0,train_neg_2256
train_neg_2260,0,train_neg_2260
train_neg_2264,0,train_neg_2264
train_neg_2268,0,train_neg_2268
train_neg_2273,0,train_neg_2273
train_neg_2281,0,train_neg_2281
train_neg_2282,0,train_neg_2282
train_neg_2307,0,train_neg_2307
train_neg_2325,0,train_neg_2325
train_neg_2332,0,train_neg_2332
train_neg_2347,0,train_neg_2347
train_neg_2349,0,train_neg_2349
train_neg_2355,0,train_neg_2355
train_neg_2358,0,train_neg_2358
train_neg_2359,0,train_neg_2359
train_neg_2360,0,train_neg_2360
train_neg_2387,0,train_neg_2387
train_neg_2396,0,train_neg_2396
train_neg_2411,0,train_neg_2411
train_neg_2425,0,train_neg_2425
train_neg_2426,0,train_neg_2426
train_neg_2430,0,train_neg_2430
train_neg_2431,0,train_neg_2431
train_neg_2435,0,train_neg_2435
train_neg_2436,0,train_neg_2436
train_neg_2441,0,train_neg_2441
train_neg_2453,0,train_neg_2453
train_neg_2457,0,train_neg_2457
train_neg_2465,0,train_neg_2465
train_neg_2470,0,train_neg_2470
train_neg_2472,0,train_neg_2472
train_neg_2478,0,train_neg_2478
train_neg_2516,0,train_neg_2516
train_neg_2526,0,train_neg_2526
train_neg_2527,0,train_neg_2527
train_neg_2538,0,train_neg_2538
train_neg_2543,0,train_neg_2543
train_neg_2550,0,train_neg_2550
train_neg_2552,0,train_neg_2552
train_neg_2557,0,train_neg_2557
train_neg_2563,0,train_neg_2563
train_neg_2567,0,train_neg_2567
train_neg_2571,0,train_neg_2571
train_neg_2577,0,train_neg_2577
train_neg_2579,0,train_neg_2579
train_neg_2585,0,train_neg_2585
train_neg_2590,0,train_neg_2590
train_neg_2596,0,train_neg_2596
train_neg_2597,0,train_neg_2597
train_neg_2599,0,train_neg_2599
train_neg_2602,0,train_neg_2602
train_neg_2603,0,train_neg_2603
train_neg_2608,0,train_neg_2608
train_neg_2616,0,train_neg_2616
train_neg_2617,0,train_neg_2617
train_neg_2618,0,train_neg_2618
train_neg_2645,0,train_neg_2645
train_neg_2649,0,train_neg_2649
train_neg_2660,0,train_neg_2660
train_neg_2686,0,train_neg_2686
train_neg_2688,0,train_neg_2688
train_neg_2692,0,train_neg_2692
train_neg_2719,0,train_neg_2719
train_neg_2733,0,train_neg_2733
train_neg_2734,0,train_neg_2734
train_neg_2740,0,train_neg_2740
train_neg_2746,0,train_neg_2746
train_neg_2751,0,train_neg_2751
train_neg_2764,0,train_neg_2764
train_neg_2768,0,train_neg_2768
train_neg_2776,0,train_neg_2776
train_neg_2777,0,train_neg_2777
train_neg_2779,0,train_neg_2779
train_neg_2781,0,train_neg_2781
train_neg_2800,0,train_neg_2800
train_neg_2806,0,train_neg_2806
train_neg_2809,0,train_neg_2809
train_neg_2811,0,train_neg_2811
train_neg_2817,0,train_neg_2817
train_neg_2819,0,train_neg_2819
train_neg_2824,0,train_neg_2824
train_neg_2829,0,train_neg_2829
train_neg_2830,0,train_neg_2830
train_neg_2838,0,train_neg_2838
train_neg_2842,0,train_neg_2842
train_neg_2844,0,train_neg_2844
train_neg_2845,0,train_neg_2845
train_neg_2846,0,train_neg_2846
train_neg_2847,0,train_neg_2847
train_neg_2856,0,train_neg_2856
train_neg_2860,0,train_neg_2860
train_neg_2873,0,train_neg_2873
train_neg_2874,0,train_neg_2874
train_neg_2885,0,train_neg_2885
train_neg_2891,0,train_neg_2891
train_neg_2905,0,train_neg_2905
train_neg_2906,0,train_neg_2906
train_neg_2908,0,train_neg_2908
train_neg_2918,0,train_neg_2918
train_neg_2925,0,train_neg_2925
train_neg_2928,0,train_neg_2928
train_neg_2932,0,train_neg_2932
train_neg_2933,0,train_neg_2933
train_neg_2939,0,train_neg_2939
train_neg_2943,0,train_neg_2943
train_neg_2945,0,train_neg_2945
train_neg_2950,0,train_neg_2950
train_neg_2953,0,train_neg_2953
train_neg_2958,0,train_neg_2958
train_neg_2966,0,train_neg_2966
train_neg_2967,0,train_neg_2967
train_neg_2976,0,train_neg_2976
train_neg_2977,0,train_neg_2977
train_neg_2983,0,train_neg_2983
train_neg_2985,0,train_neg_2985
train_neg_3007,0,train_neg_3007
train_neg_3011,0,train_neg_3011
train_neg_3014,0,train_neg_3014
train_neg_3017,0,train_neg_3017
train_neg_3024,0,train_neg_3024
train_neg_3046,0,train_neg_3046
train_neg_3062,0,train_neg_3062
train_neg_3064,0,train_neg_3064
train_neg_3073,0,train_neg_3073
train_neg_3080,0,train_neg_3080
train_neg_3082,0,train_neg_3082
train_neg_3086,0,train_neg_3086
train_neg_3091,0,train_neg_3091
train_neg_3098,0,train_neg_3098
train_neg_3102,0,train_neg_3102
train_neg_3105,0,train_neg_3105
train_neg_3115,0,train_neg_3115
train_neg_3119,0,train_neg_3119
train_neg_3122,0,train_neg_3122
train_neg_3128,0,train_neg_3128
train_neg_3129,0,train_neg_3129
train_neg_3135,0,train_neg_3135
train_neg_3144,0,train_neg_3144
train_neg_3145,0,train_neg_3145
train_neg_3149,0,train_neg_3149
train_neg_3153,0,train_neg_3153
train_neg_3155,0,train_neg_3155
train_neg_3159,0,train_neg_3159
train_neg_3167,0,train_neg_3167
train_neg_3173,0,train_neg_3173
train_neg_3176,0,train_neg_3176
train_neg_3181,0,train_neg_3181
train_neg_3184,0,train_neg_3184
train_neg_3185,0,train_neg_3185
train_neg_3189,0,train_neg_3189
train_neg_3191,0,train_neg_3191
train_neg_3195,0,train_neg_3195
train_neg_3202,0,train_neg_3202
train_neg_3203,0,train_neg_3203
train_neg_3217,0,train_neg_3217
train_neg_3220,0,train_neg_3220
train_neg_3229,0,train_neg_3229
train_neg_3230,0,train_neg_3230
train_neg_3234,0,train_neg_3234
train_neg_3235,0,train_neg_3235
train_neg_3243,0,train_neg_3243
train_neg_3247,0,train_neg_3247
train_neg_3264,0,train_neg_3264
train_neg_3269,0,train_neg_3269
train_neg_3271,0,train_neg_3271
train_neg_3272,0,train_neg_3272
train_neg_3280,0,train_neg_3280
train_neg_3284,0,train_neg_3284
train_neg_3288,0,train_neg_3288
train_neg_3293,0,train_neg_3293
train_neg_3303,0,train_neg_3303
train_neg_3313,0,train_neg_3313
train_neg_3315,0,train_neg_3315
train_neg_3317,0,train_neg_3317
train_neg_3318,0,train_neg_3318
train_neg_3320,0,train_neg_3320
train_neg_3328,0,train_neg_3328
train_neg_3329,0,train_neg_3329
train_neg_3330,0,train_neg_3330
train_neg_3341,0,train_neg_3341
train_neg_3344,0,train_neg_3344
train_neg_3345,0,train_neg_3345
train_neg_3350,0,train_neg_3350
train_neg_3359,0,train_neg_3359
train_neg_3360,0,train_neg_3360
train_neg_3362,0,train_neg_3362
train_neg_3364,0,train_neg_3364
train_neg_3376,0,train_neg_3376
train_neg_3377,0,train_neg_3377
train_neg_3379,0,train_neg_3379
train_neg_3391,0,train_neg_3391
train_neg_3397,0,train_neg_3397
train_neg_3404,0,train_neg_3404
train_neg_3420,0,train_neg_3420
train_neg_3422,0,train_neg_3422
train_neg_3430,0,train_neg_3430
train_neg_3431,0,train_neg_3431
train_neg_3434,0,train_neg_3434
train_neg_3441,0,train_neg_3441
train_neg_3447,0,train_neg_3447
train_neg_3450,0,train_neg_3450
train_neg_3451,0,train_neg_3451
train_neg_3460,0,train_neg_3460
train_neg_3496,0,train_neg_3496
train_neg_3504,0,train_neg_3504
train_neg_3521,0,train_neg_3521
train_neg_3528,0,train_neg_3528
train_neg_3533,0,train_neg_3533
train_neg_3534,0,train_neg_3534
train_neg_3535,0,train_neg_3535
train_neg_3536,0,train_neg_3536
train_neg_3539,0,train_neg_3539
train_neg_3547,0,train_neg_3547
train_neg_3551,0,train_neg_3551
train_neg_3558,0,train_neg_3558
train_neg_3562,0,train_neg_3562
train_neg_3569,0,train_neg_3569
train_neg_3574,0,train_neg_3574
train_neg_3580,0,train_neg_3580
train_neg_3582,0,train_neg_3582
train_neg_3586,0,train_neg_3586
train_neg_3596,0,train_neg_3596
train_neg_3597,0,train_neg_3597
train_neg_3608,0,train_neg_3608
train_neg_3609,0,train_neg_3609
train_neg_3611,0,train_neg_3611
train_neg_3612,0,train_neg_3612
train_neg_3613,0,train_neg_3613
train_neg_3616,0,train_neg_3616
train_neg_3631,0,train_neg_3631
train_neg_3652,0,train_neg_3652
train_neg_3662,0,train_neg_3662
train_neg_3664,0,train_neg_3664
train_neg_3668,0,train_neg_3668
train_neg_3669,0,train_neg_3669
train_neg_3677,0,train_neg_3677
train_neg_3679,0,train_neg_3679
train_neg_3684,0,train_neg_3684
train_neg_3692,0,train_neg_3692
train_neg_3700,0,train_neg_3700
train_neg_3708,0,train_neg_3708
train_neg_3717,0,train_neg_3717
train_neg_3718,0,train_neg_3718
train_neg_3719,0,train_neg_3719
train_neg_3727,0,train_neg_3727
train_neg_3732,0,train_neg_3732
train_neg_3738,0,train_neg_3738
train_neg_3744,0,train_neg_3744
train_neg_3759,0,train_neg_3759
train_neg_3776,0,train_neg_3776
train_neg_3783,0,train_neg_3783
train_neg_3785,0,train_neg_3785
train_neg_3793,0,train_neg_3793
train_neg_3798,0,train_neg_3798
train_neg_3801,0,train_neg_3801
train_neg_3812,0,train_neg_3812
train_neg_3816,0,train_neg_3816
train_neg_3819,0,train_neg_3819
train_neg_3839,0,train_neg_3839
train_neg_3849,0,train_neg_3849
train_neg_3857,0,train_neg_3857
train_neg_3859,0,train_neg_3859
train_neg_3860,0,train_neg_3860
train_neg_3861,0,train_neg_3861
train_neg_3862,0,train_neg_3862
train_neg_3865,0,train_neg_3865
train_neg_3873,0,train_neg_3873
train_neg_3875,0,train_neg_3875
train_neg_3880,0,train_neg_3880
train_neg_3881,0,train_neg_3881
train_neg_3886,0,train_neg_3886
train_neg_3888,0,train_neg_3888
train_neg_3889,0,train_neg_3889
train_neg_3892,0,train_neg_3892
train_neg_3895,0,train_neg_3895
train_neg_3899,0,train_neg_3899
train_neg_3904,0,train_neg_3904
train_neg_3910,0,train_neg_3910
train_neg_3928,0,train_neg_3928
train_neg_3930,0,train_neg_3930
train_neg_3932,0,train_neg_3932
train_neg_3937,0,train_neg_3937
train_neg_3938,0,train_neg_3938
train_neg_3940,0,train_neg_3940
train_neg_3942,0,train_neg_3942
train_neg_3943,0,train_neg_3943
train_neg_3944,0,train_neg_3944
train_neg_3957,0,train_neg_3957
train_neg_3974,0,train_neg_3974
train_neg_3976,0,train_neg_3976
train_neg_3982,0,train_neg_3982
train_neg_3983,0,train_neg_3983
train_neg_3986,0,train_neg_3986
train_neg_3987,0,train_neg_3987
train_neg_3996,0,train_neg_3996
train_neg_4010,0,train_neg_4010
train_neg_4012,0,train_neg_4012
train_neg_4017,0,train_neg_4017
train_pos_1031,1,train_pos_1031
train_pos_1042,1,train_pos_1042
train_pos_1044,1,train_pos_1044
train_pos_1050,1,train_pos_1050
train_pos_1059,1,train_pos_1059
train_pos_1063,1,train_pos_1063
train_pos_1064,1,train_pos_1064
train_pos_1070,1,train_pos_1070
train_pos_1082,1,train_pos_1082
train_pos_1083,1,train_pos_1083
train_pos_1085,1,train_pos_1085
train_pos_1086,1,train_pos_1086
train_pos_1088,1,train_pos_1088
train_pos_1102,1,train_pos_1102
train_pos_1105,1,train_pos_1105
train_pos_1125,1,train_pos_1125
train_pos_1126,1,train_pos_1126
train_pos_1129,1,train_pos_1129
train_pos_1133,1,train_pos_1133
train_pos_1135,1,train_pos_1135
train_pos_1141,1,train_pos_1141
train_pos_1144,1,train_pos_1144
train_pos_1145,1,train_pos_1145
train_pos_1151,1,train_pos_1151
train_pos_1153,1,train_pos_1153
train_pos_1154,1,train_pos_1154
train_pos_1155,1,train_pos_1155
train_pos_1161,1,train_pos_1161
train_pos_1163,1,train_pos_1163
train_pos_1164,1,train_pos_1164
train_pos_1166,1,train_pos_1166
train_pos_1168,1,train_pos_1168
train_pos_1174,1,train_pos_1174
train_pos_1194,1,train_pos_1194
train_pos_1199,1,train_pos_1199
train_pos_1204,1,train_pos_1204
train_pos_1209,1,train_pos_1209
train_pos_1213,1,train_pos_1213
train_pos_1214,1,train_pos_1214
train_pos_1220,1,train_pos_1220
train_pos_1226,1,train_pos_1226
train_pos_1230,1,train_pos_1230
train_pos_1236,1,train_pos_1236
train_pos_1238,1,train_pos_1238
train_pos_1239,1,train_pos_1239
train_pos_1240,1,train_pos_1240
train_pos_1254,1,train_pos_1254
train_pos_1257,1,train_pos_1257
train_pos_1260,1,train_pos_1260
train_pos_1266,1,train_pos_1266
train_pos_1273,1,train_pos_1273
train_pos_1276,1,train_pos_1276
train_pos_1278,1,train_pos_1278
train_pos_1280,1,train_pos_1280
train_pos_1282,1,train_pos_1282
train_pos_1290,1,train_pos_1290
train_pos_1297,1,train_pos_1297
train_pos_1317,1,train_pos_1317
train_pos_1327,1,train_pos_1327
train_pos_1330,1,train_pos_1330
train_pos_1335,1,train_pos_1335
train_pos_1336,1,train_pos_1336
train_pos_1342,1,train_pos_1342
train_pos_1358,1,train_pos_1358
train_pos_1379,1,train_pos_1379
train_pos_1384,1,train_pos_1384
train_pos_1388,1,train_pos_1388
train_pos_1393,1,train_pos_1393
train_pos_1397,1,train_pos_1397
train_pos_1404,1,train_pos_1404
train_pos_1414,1,train_pos_1414
train_pos_1421,1,train_pos_1421
train_pos_1425,1,train_pos_1425
train_pos_1432,1,train_pos_1432
train_pos_1433,1,train_pos_1433
train_pos_1445,1,train_pos_1445
train_pos_1450,1,train_pos_1450
train_pos_1458,1,train_pos_1458
train_pos_1461,1,train_pos_1461
train_pos_1472,1,train_pos_1472
train_pos_1491,1,train_pos_1491
train_pos_1493,1,train_pos_1493
train_pos_1507,1,train_pos_1507
train_pos_1516,1,train_pos_1516
train_pos_1519,1,train_pos_1519
train_pos_1520,1,train_pos_1520
train_pos_1530,1,train_pos_1530
train_pos_1531,1,train_pos_1531
train_pos_1532,1,train_pos_1532
train_pos_1538,1,train_pos_1538
train_pos_1539,1,train_pos_1539
train_pos_1541,1,train_pos_1541
train_pos_1545,1,train_pos_1545
train_pos_1550,1,train_pos_1550
train_pos_1552,1,train_pos_1552
train_pos_1557,1,train_pos_1557
train_pos_1558,1,train_pos_1558
train_pos_1560,1,train_pos_1560
train_pos_1566,1,train_pos_1566
train_pos_1567,1,train_pos_1567
train_pos_1576,1,train_pos_1576
train_pos_1580,1,train_pos_1580
train_pos_1595,1,train_pos_1595
train_pos_1598,1,train_pos_1598
train_pos_1606,1,train_pos_1606
train_pos_1608,1,train_pos_1608
train_pos_1622,1,train_pos_1622
train_pos_1623,1,train_pos_1623
train_pos_1627,1,train_pos_1627
train_pos_1652,1,train_pos_1652
train_pos_1653,1,train_pos_1653
train_pos_1665,1,train_pos_1665
train_pos_1667,1,train_pos_1667
train_pos_1669,1,train_pos_1669
train_pos_1672,1,train_pos_1672
train_pos_1674,1,train_pos_1674
train_pos_1689,1,train_pos_1689
train_pos_1692,1,train_pos_1692
train_pos_1704,1,train_pos_1704
train_pos_1705,1,train_pos_1705
train_pos_1710,1,train_pos_1710
train_pos_1712,1,train_pos_1712
train_pos_1717,1,train_pos_1717
train_pos_1726,1,train_pos_1726
train_pos_1749,1,train_pos_1749
train_pos_1750,1,train_pos_1750
train_pos_1765,1,train_pos_1765
train_pos_1768,1,train_pos_1768
train_pos_1769,1,train_pos_1769
train_pos_1770,1,train_pos_1770
train_pos_1786,1,train_pos_1786
train_pos_1787,1,train_pos_1787
train_pos_1790,1,train_pos_1790
train_pos_1792,1,train_pos_1792
train_pos_1803,1,train_pos_1803
train_pos_1804,1,train_pos_1804
train_pos_1807,1,train_pos_1807
train_pos_1810,1,train_pos_1810
train_pos_1811,1,train_pos_1811
train_pos_1816,1,train_pos_1816
train_pos_1817,1,train_pos_1817
train_pos_1820,1,train_pos_1820
train_pos_1828,1,train_pos_1828
train_pos_1844,1,train_pos_1844
train_pos_1851,1,train_pos_1851
train_pos_1871,1,train_pos_1871
train_pos_1881,1,train_pos_1881
train_pos_1882,1,train_pos_1882
train_pos_1889,1,train_pos_1889
train_pos_1899,1,train_pos_1899
train_pos_1904,1,train_pos_1904
train_pos_1908,1,train_pos_1908
train_pos_1910,1,train_pos_1910
train_pos_1914,1,train_pos_1914
train_pos_1915,1,train_pos_1915
train_pos_1918,1,train_pos_1918
train_pos_1930,1,train_pos_1930
train_pos_1939,1,train_pos_1939
train_pos_1955,1,train_pos_1955
train_pos_1958,1,train_pos_1958
train_pos_1962,1,train_pos_1962
train_pos_1964,1,train_pos_1964
train_pos_1968,1,train_pos_1968
train_pos_1976,1,train_pos_1976
train_pos_1988,1,train_pos_1988
train_pos_1990,1,train_pos_1990
train_pos_1991,1,train_pos_1991
train_pos_2022,1,train_pos_2022
train_pos_2032,1,train_pos_2032
train_pos_2033,1,train_pos_2033
train_pos_2038,1,train_pos_2038
train_pos_2045,1,train_pos_2045
train_pos_2046,1,train_pos_2046
train_pos_2053,1,train_pos_2053
train_pos_2056,1,train_pos_2056
train_pos_2059,1,train_pos_2059
train_pos_2069,1,train_pos_2069
train_pos_2070,1,train_pos_2070
train_pos_2081,1,train_pos_2081
train_pos_2085,1,train_pos_2085
train_pos_2087,1,train_pos_2087
train_pos_2093,1,train_pos_2093
train_pos_2094,1,train_pos_2094
train_pos_2102,1,train_pos_2102
train_pos_2105,1,train_pos_2105
train_pos_2111,1,train_pos_2111
train_pos_2116,1,train_pos_2116
train_pos_2122,1,train_pos_2122
train_pos_2124,1,train_pos_2124
train_pos_2130,1,train_pos_2130
train_pos_2131,1,train_pos_2131
train_pos_2132,1,train_pos_2132
train_pos_2134,1,train_pos_2134
train_pos_2138,1,train_pos_2138
train_pos_2139,1,train_pos_2139
train_pos_2150,1,train_pos_2150
train_pos_2151,1,train_pos_2151
train_pos_2161,1,train_pos_2161
train_pos_2179,1,train_pos_2179
train_pos_2211,1,train_pos_2211
train_pos_2213,1,train_pos_2213
train_pos_2221,1,train_pos_2221
train_pos_2224,1,train_pos_2224
train_pos_2233,1,train_pos_2233
train_pos_2237,1,train_pos_2237
train_pos_2251,1,train_pos_2251
train_pos_2269,1,train_pos_2269
train_pos_2284,1,train_pos_2284
train_pos_2294,1,train_pos_2294
train_pos_2295,1,train_pos_2295
train_pos_2301,1,train_pos_2301
train_pos_2309,1,train_pos_2309
train_pos_2312,1,train_pos_2312
train_pos_2331,1,train_pos_2331
train_pos_2332,1,train_pos_2332
train_pos_2335,1,train_pos_2335
train_pos_2352,1,train_pos_2352
train_pos_2357,1,train_pos_2357
train_pos_2359,1,train_pos_2359
train_pos_2372,1,train_pos_2372
train_pos_2374,1,train_pos_2374
train_pos_2379,1,train_pos_2379
train_pos_2403,1,train_pos_2403
train_pos_2404,1,train_pos_2404
train_pos_2412,1,train_pos_2412
train_pos_2415,1,train_pos_2415
train_pos_2428,1,train_pos_2428
train_pos_2431,1,train_pos_2431
train_pos_2438,1,train_pos_2438
train_pos_2446,1,train_pos_2446
train_pos_2450,1,train_pos_2450
train_pos_2453,1,train_pos_2453
train_pos_2460,1,train_pos_2460
train_pos_2462,1,train_pos_2462
train_pos_2467,1,train_pos_2467
train_pos_2468,1,train_pos_2468
train_pos_2469,1,train_pos_2469
train_pos_2470,1,train_pos_2470
train_pos_2478,1,train_pos_2478
train_pos_2480,1,train_pos_2480
train_pos_2481,1,train_pos_2481
train_pos_2485,1,train_pos_2485
train_pos_2498,1,train_pos_2498
train_pos_2502,1,train_pos_2502
train_pos_2504,1,train_pos_2504
train_pos_2506,1,train_pos_2506
train_pos_2520,1,train_pos_2520
train_pos_2529,1,train_pos_2529
train_pos_2541,1,train_pos_2541
train_pos_2542,1,train_pos_2542
train_pos_2551,1,train_pos_2551
train_pos_2552,1,train_pos_2552
train_pos_2556,1,train_pos_2556
train_pos_2557,1,train_pos_2557
train_pos_2558,1,train_pos_2558
train_pos_2572,1,train_pos_2572
train_pos_2582,1,train_pos_2582
train_pos_2588,1,train_pos_2588
train_pos_2590,1,train_pos_2590
train_pos_2591,1,train_pos_2591
train_pos_2598,1,train_pos_2598
train_pos_2605,1,train_pos_2605
train_pos_2608,1,train_pos_2608
train_pos_2614,1,train_pos_2614
train_pos_2622,1,train_pos_2622
train_pos_2627,1,train_pos_2627
train_pos_2637,1,train_pos_2637
train_pos_2642,1,train_pos_2642
train_pos_2646,1,train_pos_2646
train_pos_2657,1,train_pos_2657
train_pos_2664,1,train_pos_2664
train_pos_2665,1,train_pos_2665
train_pos_2677,1,train_pos_2677
train_pos_2679,1,train_pos_2679
train_pos_2682,1,train_pos_2682
train_pos_2687,1,train_pos_2687
train_pos_2692,1,train_pos_2692
train_pos_2699,1,train_pos_2699
train_pos_2704,1,train_pos_2704
train_pos_2705,1,train_pos_2705
train_pos_2710,1,train_pos_2710
train_pos_2726,1,train_pos_2726
train_pos_2730,1,train_pos_2730
train_pos_2732,1,train_pos_2732
train_pos_2737,1,train_pos_2737
train_pos_2745,1,train_pos_2745
train_pos_2747,1,train_pos_2747
train_pos_2762,1,train_pos_2762
train_pos_2763,1,train_pos_2763
train_pos_2766,1,train_pos_2766
train_pos_2782,1,train_pos_2782
train_pos_2785,1,train_pos_2785
train_pos_2804,1,train_pos_2804
train_pos_2805,1,train_pos_2805
train_pos_2812,1,train_pos_2812
train_pos_2818,1,train_pos_2818
train_pos_2822,1,train_pos_2822
train_pos_2823,1,train_pos_2823
train_pos_2833,1,train_pos_2833
train_pos_2840,1,train_pos_2840
