name,label,structure_path,n_residues,min_residue
hazard_P0C9C6,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/6khy.pdb,1294,-2
hazard_P0CB20,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/4u5b.pdb,3135,2
hazard_P0CC17,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/5ts5.pdb,1923,2
hazard_P0CE82,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/4rw3.pdb,279,2
hazard_P0CG56,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3r0l.pdb,193,1
hazard_P0CK94,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1b44.pdb,531,1
hazard_P0DF97,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/4hsc.pdb,469,103
hazard_P0DI84,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3kve.pdb,1936,3
hazard_P0DJJ9,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/6al3.pdb,488,1
hazard_P0DJY7,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1b1z.pdb,872,3
hazard_P0DRC4,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/7px1.pdb,168,6
hazard_P0DTC3,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/6xdc.pdb,386,40
hazard_P0DTC5,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/7vgr.pdb,1272,1
hazard_P0DTC7,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/6w37.pdb,66,1
hazard_P0DTC8,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/7f5f.pdb,104,18
hazard_P0DTC9,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/6m3m.pdb,499,47
hazard_P0DTN4,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/8xy1.pdb,703,-3
hazard_P10297,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1d6a.pdb,524,1
hazard_P10565,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/5foy.pdb,789,1
hazard_P11140,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1abr.pdb,518,1
hazard_P11407,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3g8h.pdb,122,1
hazard_P11439,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1aer.pdb,400,2
hazard_P12993,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/4udu.pdb,640,3
hazard_P13423,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1acc.pdb,665,14
hazard_P14418,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1bk9.pdb,124,1
hazard_P14420,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1aok.pdb,244,1
hazard_P14421,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1a2a.pdb,976,1
hazard_P14711,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/4wx3.pdb,616,12
hazard_P15167,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1atl.pdb,400,3
hazard_P15917,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1j7n.pdb,1461,27
hazard_P16094,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1aha.pdb,246,1
hazard_P16948,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1kp6.pdb,79,1
hazard_P17347,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/6lsq.pdb,98,-1
hazard_P17935,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3dih.pdb,122,1
hazard_P18153,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3dxl.pdb,299,1
hazard_P18568,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3wa1.pdb,389,19
hazard_P18965,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3s9a.pdb,234,1
hazard_P19247,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/4owj.pdb,918,337
hazard_P19250,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3a57.pdb,154,12
hazard_P19329,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1avb.pdb,452,1
hazard_P20474,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/5tfv.pdb,244,1
hazard_P20656,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1qi7.pdb,253,1
hazard_P21256,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/7qx4.pdb,631,13
hazard_P21454,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2gwl.pdb,200,1
