name,label,structure_path
benign_P58340,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3ual.pdb
benign_Q8N9A8,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/8ujl.pdb
benign_O95257,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2wal.pdb
benign_Q8TD06,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3ph9.pdb
hazard_O57413,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1kuf.pdb
benign_Q8TCE9,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/6k2y.pdb
hazard_P81637,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1h9p.pdb
benign_Q4G0W2,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/5y15.pdb
hazard_Q8JIV9,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3ubu.pdb
benign_Q9BRJ7,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3kvh.pdb
hazard_P82950,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2aoz.pdb
hazard_A0A3F2YKH3,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/6xy4.pdb
hazard_Q7LZK8,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1jwi.pdb
benign_P10720,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4hsv.pdb
benign_Q13765,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3lkx.pdb
hazard_Q9DF52,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1dpy.pdb
benign_Q9NPJ4,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4b6h.pdb
benign_Q8TCB7,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/7ezg.pdb
benign_P01764,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/1ohq.pdb
hazard_Q9DEF9,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1y17.pdb
benign_Q969T7,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/7zee.pdb
benign_Q9BQE4,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2q2f.pdb
hazard_P81397,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1sb2.pdb
hazard_P20656,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1qi7.pdb
hazard_Q8NKX2,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1an8.pdb
hazard_P0CE82,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/4rw3.pdb
hazard_Q805F7,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3c05.pdb
benign_P28325,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/1rn7.pdb
benign_P41223,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4oed.pdb
hazard_Q8AV98,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1c3a.pdb
hazard_P14418,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1bk9.pdb
hazard_P01543,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1bhp.pdb
hazard_P58907,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3rrd.pdb
benign_Q8WYQ3,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/9cww.pdb
hazard_P34071,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1cqv.pdb
hazard_A0S865,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2h7z.pdb
benign_Q9H4A6,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3kn1.pdb
hazard_D0VWS7,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3bwh.pdb
hazard_A0A7H0DNA4,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/8izt.pdb
hazard_P17347,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/6lsq.pdb
benign_Q9NV23,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4xjv.pdb
benign_P86397,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3ir3.pdb
hazard_P09872,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2aip.pdb
hazard_Q06535,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1ck1.pdb
hazard_P0A077,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1lkf.pdb
benign_Q9BQ24,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2rrf.pdb
benign_Q9BUH6,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3wtd.pdb
hazard_Q8AV97,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1c3a.pdb
hazard_M1LBP0,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/9j7y.pdb
benign_O00399,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3tv0.pdb
benign_Q6UVW9,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4iop.pdb
hazard_Q1RP79,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2i0u.pdb
benign_Q9NWW9,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4dpz.pdb
hazard_P0DTC7,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/6w37.pdb
hazard_P04361,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1ppa.pdb
hazard_P0DTC8,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/7f5f.pdb
benign_Q96CS7,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3aj4.pdb
benign_Q96CG3,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4ym4.pdb
hazard_Q26241,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1euo.pdb
benign_Q6UXN8,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3vpp.pdb
hazard_D9J2T9,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3mrw.pdb
hazard_Q9I841,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2vrp.pdb
benign_Q9H4A6,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3kn1.pdb
hazard_Q7LZK5,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1jwi.pdb
hazard_P0A0M0,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1enf.pdb
benign_P10720,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4hsv.pdb
hazard_P01558,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2quo.pdb
hazard_P84786,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2b7u.pdb
benign_Q5TA50,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4k80.pdb
benign_Q4G0W2,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/5y15.pdb
benign_Q6P4F2,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2y5c.pdb
hazard_Q03464,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1apa.pdb
hazard_Q7LZ71,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1bj3.pdb
hazard_P20474,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/5tfv.pdb
benign_O00399,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3tv0.pdb
benign_O14931,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3noi.pdb
hazard_P60244,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1qua.pdb
benign_Q9BXS1,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2pny.pdb
benign_Q96LW7,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4dwn.pdb
benign_Q96A58,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2atv.pdb
hazard_E0CX04,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3my6.pdb
benign_Q6ZNX1,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/6k07.pdb
hazard_P02879,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1br5.pdb
benign_O14960,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/5b0h.pdb
benign_Q8WYQ3,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/9cww.pdb
benign_Q8WU39,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/7aah.pdb
benign_Q6IQ22,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2il1.pdb
hazard_Q2FXB0,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3roh.pdb
hazard_P32092,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/7dnt.pdb
benign_Q9Y365,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/6ser.pdb
hazard_Q7SZE1,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3s69.pdb
benign_Q5TA50,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4k80.pdb
benign_O76096,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2ch9.pdb
hazard_P67863,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1wq8.pdb
hazard_Q8AYA3,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3ubu.pdb
hazard_P85314,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3gbo.pdb
benign_Q6UXZ0,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/8cd3.pdb
benign_Q96A58,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2atv.pdb
benign_Q9NY56,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4run.pdb
hazard_P0DRC4,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/7px1.pdb
hazard_Q7T3S7,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1oz6.pdb
benign_Q8TCF1,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/7y39.pdb
hazard_Q7T2Q0,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1ukm.pdb
benign_Q9BUH6,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3wtd.pdb
benign_Q86Y78,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/6gbi.pdb
hazard_P42485,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/5ua4.pdb
hazard_P01538,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1okh.pdb
hazard_A3UNN4,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/4xzj.pdb
hazard_A0A7H0DN78,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/8gz4.pdb
benign_Q5SRE7,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2opw.pdb
hazard_P83512,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1nd1.pdb
benign_Q8TCB7,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/7ezg.pdb
hazard_F8QQG5,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3u3l.pdb
benign_P01704,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/5c2b.pdb
hazard_P81165,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1god.pdb
hazard_O92323,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/4wb4.pdb
hazard_A0A2X0RVH4,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/7yeq.pdb
hazard_A0A0D4WV12,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/4q6x.pdb
benign_Q99581,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2ypr.pdb
benign_O43745,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2bec.pdb
benign_Q9HD47,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/5yfg.pdb
hazard_Q9PYC1,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2o1j.pdb
benign_Q6P4F2,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2y5c.pdb
benign_Q6W0C5,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/8wms.pdb
benign_Q8N4E7,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/1r03.pdb
benign_Q12918,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/5mgr.pdb
benign_O95998,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/7al7.pdb
benign_Q96AZ1,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4qpn.pdb
benign_Q5VVY1,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/5ubb.pdb
hazard_A0A1S4K3K8,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/6v4c.pdb
hazard_P22851,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1nio.pdb
benign_Q05315,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/1g86.pdb
benign_O15467,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/5ltl.pdb
hazard_Q9DEF8,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1iod.pdb
hazard_Q805F6,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3c05.pdb
benign_Q53S33,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2ncl.pdb
benign_P86397,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3ir3.pdb
hazard_Q7T248,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1oz7.pdb
benign_Q9NPB1,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/1mh9.pdb
hazard_P9WJ62,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/5eov.pdb
benign_Q86Y78,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/6gbi.pdb
benign_O14960,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/5b0h.pdb
benign_O43482,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/7sfy.pdb
benign_Q3KP22,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/6gnx.pdb
benign_Q9NYP9,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/7sfy.pdb
hazard_Q9I8X1,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1op0.pdb
hazard_P18965,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3s9a.pdb
benign_Q96CS7,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3aj4.pdb
hazard_A0A7H0DN46,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/9jvu.pdb
hazard_P01544,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2plh.pdb
hazard_P21742,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1wuw.pdb
benign_Q9Y5W9,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4ikb.pdb
benign_Q9NWS0,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4psf.pdb
hazard_P09332,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1dt2.pdb
hazard_P08434,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/5y2e.pdb
benign_Q9NPB1,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/1mh9.pdb
hazard_A0A7H0DN96,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/8jed.pdb
hazard_Q40772,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1lln.pdb
hazard_P45881,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2oqd.pdb
benign_P01721,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/1cd0.pdb
benign_Q9UNG2,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2q1m.pdb
benign_P0C024,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/5qgg.pdb
hazard_P23807,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1bj3.pdb
benign_O95998,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/7al7.pdb
benign_Q9GZN7,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/5xqh.pdb
benign_Q8TCF1,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/7y39.pdb
benign_O95715,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2hdl.pdb
hazard_P82896,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/4rfp.pdb
hazard_P04512,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1g1i.pdb
hazard_P59071,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1cl5.pdb
hazard_P00624,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1pp2.pdb
hazard_P33183,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3c9z.pdb
hazard_C0HK27,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/6cj9.pdb
hazard_Q9PW35,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1bsw.pdb
benign_Q6P589,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3f4m.pdb
hazard_P84907,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/4q1l.pdb
hazard_P11407,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3g8h.pdb
hazard_A0A447RTX7,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/7by2.pdb
hazard_Q45723,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2rci.pdb
benign_Q99581,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2ypr.pdb
hazard_P04084,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1aok.pdb
benign_Q9UBU3,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/6h3e.pdb
benign_Q9NPJ4,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4b6h.pdb
benign_Q9BXS1,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2pny.pdb
hazard_O18423,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3zx7.pdb
benign_Q9H5X1,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2m5h.pdb
benign_P06312,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/1eeq.pdb
hazard_P16948,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1kp6.pdb
hazard_P58399,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2ok9.pdb
hazard_P18153,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3dxl.pdb
benign_P01619,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4lrn.pdb
