design_id,label,source_id
hazard_P81398,1,hazard_P81398
hazard_P81458,1,hazard_P81458
hazard_P82287,1,hazard_P82287
hazard_P82896,1,hazard_P82896
hazard_P82950,1,hazard_P82950
hazard_P83512,1,hazard_P83512
hazard_P84776,1,hazard_P84776
hazard_P84786,1,hazard_P84786
hazard_P84854,1,hazard_P84854
hazard_P84907,1,hazard_P84907
hazard_P85314,1,hazard_P85314
hazard_P9WJ62,1,hazard_P9WJ62
hazard_P9WJ63,1,hazard_P9WJ63
hazard_Q01747,1,hazard_Q01747
hazard_Q03464,1,hazard_Q03464
hazard_Q06ZW0,1,hazard_Q06ZW0
hazard_Q1RP79,1,hazard_Q1RP79
hazard_Q2FXB0,1,hazard_Q2FXB0
hazard_Q2FXB1,1,hazard_Q2FXB1
hazard_Q2PHL4,1,hazard_Q2PHL4
hazard_Q40772,1,hazard_Q40772
hazard_Q5WPZ4,1,hazard_Q5WPZ4
hazard_Q5YD59,1,hazard_Q5YD59
hazard_Q65163,1,hazard_Q65163
hazard_Q6PQK2,1,hazard_Q6PQK2
hazard_Q6QT01,1,hazard_Q6QT01
hazard_Q6SLM1,1,hazard_Q6SLM1
hazard_Q6SLM2,1,hazard_Q6SLM2
hazard_Q6T179,1,hazard_Q6T179
hazard_Q7LZ71,1,hazard_Q7LZ71
hazard_Q7LZK5,1,hazard_Q7LZK5
hazard_Q7LZK8,1,hazard_Q7LZK8
hazard_Q7N439,1,hazard_Q7N439
hazard_Q7SID6,1,hazard_Q7SID6
hazard_Q7T247,1,hazard_Q7T247
hazard_Q7T248,1,hazard_Q7T248
hazard_Q7T2Q0,1,hazard_Q7T2Q0
hazard_Q7T2Q1,1,hazard_Q7T2Q1
hazard_Q7T3S7,1,hazard_Q7T3S7
hazard_Q805F6,1,hazard_Q805F6
hazard_Q805F7,1,hazard_Q805F7
hazard_Q8AV97,1,hazard_Q8AV97
hazard_Q8AV98,1,hazard_Q8AV98
hazard_Q8AXY1,1,hazard_Q8AXY1
hazard_Q8AYA3,1,hazard_Q8AYA3
hazard_Q8JIV9,1,hazard_Q8JIV9
hazard_Q8NKX2,1,hazard_Q8NKX2
hazard_Q8W4U4,1,hazard_Q8W4U4
hazard_Q90121,1,hazard_Q90121
hazard_Q90249,1,hazard_Q90249
hazard_Q939T0,1,hazard_Q939T0
hazard_Q95NY5,1,hazard_Q95NY5
hazard_Q9DEF8,1,hazard_Q9DEF8
hazard_Q9DEF9,1,hazard_Q9DEF9
hazard_Q9DF52,1,hazard_Q9DF52
hazard_Q9I834,1,hazard_Q9I834
hazard_Q9I840,1,hazard_Q9I840
hazard_Q9I841,1,hazard_Q9I841
hazard_Q9IAM1,1,hazard_Q9IAM1
hazard_Q9IAT9,1,hazard_Q9IAT9
hazard_Q9PW35,1,hazard_Q9PW35
hazard_Q9PYC1,1,hazard_Q9PYC1
