design_id,label,source_id
train_pos_1168,1,train_pos_1168
train_pos_1204,1,train_pos_1204
train_pos_1226,1,train_pos_1226
train_pos_133,1,train_pos_133
train_pos_1507,1,train_pos_1507
train_pos_1530,1,train_pos_1530
train_pos_1552,1,train_pos_1552
train_pos_1560,1,train_pos_1560
train_pos_1566,1,train_pos_1566
train_pos_1665,1,train_pos_1665
train_pos_1676,1,train_pos_1676
train_pos_1763,1,train_pos_1763
train_pos_1790,1,train_pos_1790
train_pos_1807,1,train_pos_1807
train_pos_1817,1,train_pos_1817
train_pos_1930,1,train_pos_1930
train_pos_1955,1,train_pos_1955
train_pos_1984,1,train_pos_1984
train_pos_1991,1,train_pos_1991
train_pos_1999,1,train_pos_1999
train_pos_2053,1,train_pos_2053
train_pos_2122,1,train_pos_2122
train_pos_2131,1,train_pos_2131
train_pos_2134,1,train_pos_2134
train_pos_2221,1,train_pos_2221
train_pos_2255,1,train_pos_2255
train_pos_2258,1,train_pos_2258
train_pos_2309,1,train_pos_2309
train_pos_2357,1,train_pos_2357
train_pos_2379,1,train_pos_2379
train_pos_2385,1,train_pos_2385
train_pos_2470,1,train_pos_2470
train_pos_2485,1,train_pos_2485
train_pos_2541,1,train_pos_2541
train_pos_2591,1,train_pos_2591
train_pos_2598,1,train_pos_2598
train_pos_2622,1,train_pos_2622
train_pos_2657,1,train_pos_2657
train_pos_2665,1,train_pos_2665
train_pos_2705,1,train_pos_2705
train_pos_271,1,train_pos_271
train_pos_2726,1,train_pos_2726
train_pos_2730,1,train_pos_2730
train_pos_2747,1,train_pos_2747
train_pos_2899,1,train_pos_2899
train_pos_2928,1,train_pos_2928
train_pos_2934,1,train_pos_2934
train_pos_3154,1,train_pos_3154
train_pos_3156,1,train_pos_3156
train_pos_317,1,train_pos_317
train_pos_3206,1,train_pos_3206
train_pos_3268,1,train_pos_3268
train_pos_3318,1,train_pos_3318
train_pos_332,1,train_pos_332
train_pos_3436,1,train_pos_3436
train_pos_3446,1,train_pos_3446
train_pos_3557,1,train_pos_3557
train_pos_3627,1,train_pos_3627
train_pos_3646,1,train_pos_3646
train_pos_3670,1,train_pos_3670
train_pos_3692,1,train_pos_3692
train_pos_3868,1,train_pos_3868
train_pos_3904,1,train_pos_3904
train_pos_3905,1,train_pos_3905
train_pos_3908,1,train_pos_3908
train_pos_3981,1,train_pos_3981
train_pos_3985,1,train_pos_3985
train_pos_4009,1,train_pos_4009
train_pos_4036,1,train_pos_4036
train_pos_4044,1,train_pos_4044
train_pos_4135,1,train_pos_4135
train_pos_4162,1,train_pos_4162
train_pos_4189,1,train_pos_4189
train_pos_4271,1,train_pos_4271
train_pos_4275,1,train_pos_4275
train_pos_4298,1,train_pos_4298
train_pos_4363,1,train_pos_4363
train_pos_511,1,train_pos_511
train_pos_516,1,train_pos_516
train_pos_566,1,train_pos_566
train_pos_605,1,train_pos_605
train_pos_658,1,train_pos_658
train_pos_660,1,train_pos_660
train_pos_675,1,train_pos_675
train_pos_736,1,train_pos_736
train_pos_748,1,train_pos_748
train_pos_751,1,train_pos_751
train_pos_765,1,train_pos_765
train_pos_777,1,train_pos_777
train_pos_810,1,train_pos_810
train_pos_825,1,train_pos_825
train_pos_894,1,train_pos_894
train_pos_945,1,train_pos_945
train_pos_960,1,train_pos_960
